name,rating,genre,score,director,writer,star,company,year,country
The Falcon and the Snowman,R,Biography,6.8,John Schlesinger,Robert Lindsey,Timothy Hutton,Hemdale,1985,United States
Transylvania 6-5000,PG,Comedy,5.0,Rudy De Luca,Rudy De Luca,Jeff Goldblum,Balcor Film Investors,1985,United States
Desert Hearts,R,Drama,7.0,Donna Deitch,Jane Rule,Helen Shaver,Desert Hearts Productions,1986,United States
The Heavenly Kid,PG-13,Comedy,6.3,Cary Medoway,Cary Medoway,Lewis Smith,Engelberg-Sumner-Cheikes,1985,United States
The Purple Rose of Cairo,PG,Comedy,7.7,Woody Allen,Woody Allen,Mia Farrow,Jack Rollins & Charles H. Joffe Productions,1985,United States
The Man with One Red Shoe,PG,Comedy,5.7,Stan Dragoti,Francis Veber,Tom Hanks,Twentieth Century Fox,1985,United States
My Science Project,PG,Action,6.0,Jonathan R. Betuel,Jonathan R. Betuel,John Stockwell,Touchstone Pictures,1985,United States
Seven Minutes in Heaven,PG-13,Comedy,6.1,Linda Feferman,Jane Bernstein,Jennifer Connelly,Fifteen,1985,United States
Fraternity Vacation,R,Comedy,5.3,James Frawley,Lindsay Harrison,Stephen Geoffreys,New World Pictures,1985,United States
The New Kids,R,Crime,6.1,Sean S. Cunningham,Stephen Gyllenhaal,Shannon Presby,Columbia Pictures,1985,United States
Tomboy,R,Comedy,4.7,Herb Freed,Ben Zelig,Betsy Russell,Marimark Productions,1985,West Germany
Invasion U.S.A.,R,Action,5.5,Joseph Zito,James Bruner,Chuck Norris,Cannon Films,1985,United States
Revolution,PG,Adventure,5.3,Hugh Hudson,Robert Dillon,Al Pacino,Goldcrest Films International,1985,United States
Lost in America,R,Comedy,7.0,Albert Brooks,Albert Brooks,Albert Brooks,The Geffen Company,1985,United States
Subway,R,Thriller,6.6,Luc Besson,Luc Besson,Christopher Lambert,Les Films du Loup,1985,United States
Moving Violations,PG-13,Comedy,5.7,Neal Israel,Neal Israel,John Murray,SLM Production Group,1985,United States
Nomads,R,Horror,5.3,John McTiernan,John McTiernan,Lesley-Anne Down,Cinema VII,1986,United States
Fool for Love,R,Drama,6.1,Robert Altman,Sam Shepard,Sam Shepard,Cinema '84,1986,France
Baby: Secret of the Lost Legend,PG,Adventure,5.1,Bill Norton,Clifford Green,William Katt,Silver Screen Partners II,1985,United States
Code of Silence,R,Action,6.1,Andrew Davis,Michael Butler,Chuck Norris,Orion Pictures,1985,United States
Crimewave,PG-13,Comedy,5.7,Sam Raimi,Ethan Coen,Louise Lasser,Columbia Pictures,1986,United States
Gymkata,R,Action,4.4,Robert Clouse,Charles Robert Carner,Kurt Thomas,Metro-Goldwyn-Mayer (MGM),1985,United States
Sweet Dreams,PG-13,Biography,7.1,Karel Reisz,Robert Getchell,Jessica Lange,HBO Pictures,1985,United States
The Slugger's Wife,PG-13,Comedy,4.5,Hal Ashby,Neil Simon,Michael O'Keefe,Rastar Films,1985,United States
Avenging Angel,R,Action,4.8,Robert Vincent O'Neil,Robert Vincent O'Neil,Betsy Russell,Avenging Venture,1985,United States
Santa Claus: The Movie,PG,Adventure,6.3,Jeannot Szwarc,David Newman,Dudley Moore,GGG,1985,United States
That Was Then... This Is Now,R,Crime,6.2,Christopher Cain,S.E. Hinton,Emilio Estevez,Media Ventures,1985,United States
Agnes of God,PG-13,Drama,6.6,Norman Jewison,John Pielmeier,Jane Fonda,Columbia Pictures,1985,United States
Rustlers' Rhapsody,PG,Comedy,6.5,Hugh Wilson,Hugh Wilson,Tom Berenger,Paramount Pictures,1985,United States
The Adventures of Mark Twain,G,Animation,7.4,Will Vinton,Susan Shadburne,James Whitmore,Atlantic,1985,United States
Stick,R,Action,5.7,Burt Reynolds,Elmore Leonard,Burt Reynolds,Universal Pictures,1985,United States
The Bride,PG-13,Fantasy,5.3,Franc Roddam,Lloyd Fonvielle,Sting,Colgems Productions Ltd.,1985,United States
Morons from Outer Space,PG-13,Comedy,4.5,Mike Hodges,Griff Rhys Jones,Mel Smith,Calendar Productions,1985,United States
Godzilla 1985,PG,Action,6.2,Directors,Reuben Bercovitch,Raymond Burr,Toho Company,1985,United States
Plenty,R,Drama,6.0,Fred Schepisi,David Hare,Meryl Streep,Pressman Productions,1985,United States
King David,PG-13,Adventure,5.3,Bruce Beresford,Andrew Birkin,Richard Gere,Barclays Mercantile Industrial Finance,1985,United States
The Trip to Bountiful,PG,Drama,7.5,Peter Masterson,Horton Foote,Geraldine Page,Bountiful Film Partners,1986,United States
Missing in Action 2: The Beginning,R,Action,5.3,Lance Hool,Steve Bing,Chuck Norris,The Cannon Group,1985,United States
The Protector,R,Action,5.7,James Glickenhaus,James Glickenhaus,Jackie Chan,Eurasia Investments,1985,United States
The Mean Season,R,Crime,6.1,Phillip Borsos,John Katzenbach,Kurt Russell,David Foster Productions,1985,United States
Turk 182,PG-13,Comedy,6.0,Bob Clark,James Gregory Kingston,Timothy Hutton,Interscope Communications,1985,United States
Krush Groove,R,Comedy,6.5,Michael Schultz,Ralph Farquhar,Sheila E.,Crystalite Productions,1985,United States
He-Man and She-Ra: The Secret of the Sword,G,Animation,7.3,Directors,Larry DiTillio,John Erwin,Filmation Associates,1985,United States
Warning Sign,R,Drama,6.1,Hal Barwood,Hal Barwood,Sam Waterston,SLM Production Group,1985,United States
Creator,R,Comedy,6.2,Ivan Passer,Jeremy Leven,Peter O'Toole,Kings Road Entertainment,1985,United States
Otac na sluzbenom putu,R,Drama,7.8,Emir Kusturica,Abdulah Sidran,Moreno D'E Bartolli,Centar Film,1985,United States
The Aviator,PG,Adventure,5.5,George Miller,Ernest K. Gann,Christopher Reeve,United Artists,1985,United States
Starchaser: The Legend of Orin,PG,Animation,6.5,Steven Hahn,Jeffrey Scott,Joe Colligan,Young Sung Production Co.,1985,United States
Maxie,PG,Comedy,5.4,Paul Aaron,Jack Finney,Glenn Close,Aurora,1985,United States
DEFCON-4,R,Action,4.5,Paul Donovan,Paul Donovan,Lenore Zann,New World Pictures,1985,United States
The Care Bears Movie,G,Animation,5.7,Arna Selznick,Peter Sauder,Georgia Engel,Nelvana,1985,United States
Sylvester,PG,Drama,6.4,Tim Hunter,Carol Sobieski,Richard Farnsworth,Columbia Pictures,1985,United States
Radioactive Dreams,R,Action,5.6,Albert Pyun,Albert Pyun,John Stockwell,ITM Productions,1986,United States
Twice in a Lifetime,R,Drama,6.5,Bud Yorkin,Colin Welland,Gene Hackman,Bud Yorkin Productions,1985,United States
Dance with a Stranger,R,Biography,6.7,Mike Newell,Shelagh Delaney,Miranda Richardson,Goldcrest Films International,1985,United States
Water,PG-13,Adventure,6.1,Dick Clement,Dick Clement,Michael Caine,HandMade Films,1986,United States
One Magic Christmas,G,Family,6.5,Phillip Borsos,Thomas Meehan,Mary Steenburgen,Walt Disney Pictures,1985,United States
Echo Park,R,Comedy,5.8,Robert Dornhelm,Michael Ventura,Susan Dey,Sascha-Verleih,1986,United States
O.C. and Stiggs,R,Comedy,5.4,Robert Altman,Tod Carroll,Daniel Jenkins,Metro-Goldwyn-Mayer (MGM),1985,United States
The Good Father,R,Drama,6.2,Mike Newell,Peter Prince,Anthony Hopkins,Channel Four Films,1987,United States
Fever Pitch,R,Drama,4.1,Richard Brooks,Richard Brooks,Ryan O'Neal,Metro-Goldwyn-Mayer (MGM),1985,United States
The Doctor and the Devils,R,Crime,6.1,Freddie Francis,Dylan Thomas,Timothy Dalton,Brooksfilms,1985,United States
Head Office,PG-13,Comedy,5.4,Ken Finkleman,Ken Finkleman,Judge Reinhold,Guber-Peters Company,1986,United States
Eleni,PG,Drama,7.0,Peter Yates,Nicholas Gage,Kate Nelligan,CBS Entertainment Production,1985,Japan
Dreamchild,PG,Biography,6.8,Gavin Millar,Dennis Potter,Coral Browne,PfH Ltd.,1985,United States
Defense of the Realm,PG,Thriller,6.5,David Drury,Martin Stellman,Gabriel Byrne,The Rank Organisation,1986,United States
Bad Medicine,PG-13,Comedy,4.6,Harvey Miller,Steven Horowitz,Steve Guttenberg,Lantana Productions,1985,United States
Wetherby,R,Drama,6.8,David Hare,David Hare,Vanessa Redgrave,Film Four International,1985,United States
Compromising Positions,R,Comedy,5.9,Frank Perry,Susan Isaacs,Susan Sarandon,Blackhawk Productions,1985,United States
Rainbow Brite and the Star Stealer,G,Animation,6.9,Bernard Deyriès,Jean Chalopin,Bettina Bush,DIC Entertainment,1985,United States
Alamo Bay,R,Action,6.0,Louis Malle,Alice Arlen,Amy Madigan,Delphi IV Productions,1985,United States
Three Men and a Cradle,PG-13,Comedy,6.6,Coline Serreau,Coline Serreau,Roland Giraud,Flach Film,1986,United States
In the Shadow of Kilimanjaro,R,Action,5.1,Raju Patel,T. Michael Harry,John Rhys-Davies,Film Corporation of Kenya,1986,United States
Rappin',PG,Drama,4.1,Joel Silberg,Adam Friedman,Mario Van Peebles,Cannon Pictures,1985,United States
Bal na vodi,R,Drama,7.6,Jovan Acin,Jovan Acin,Gala Videnovic,CFS Avala Film,1985,Yugoslavia
Certain Fury,R,Action,5.2,Stephen Gyllenhaal,Michael Jacobs,Tatum O'Neal,Entertainment Events,1985,United States
Bliss,R,Comedy,6.9,Ray Lawrence,Ray Lawrence,Barry Otto,Window III Productions,1986,United States
Code Name: Emerald,PG,Action,5.9,Jonathan Sanger,Ronald Bass,Ed Harris,Metro-Goldwyn-Mayer (MGM),1985,United States
Colonel Redl,R,Biography,7.5,István Szabó,István Szabó,Klaus Maria Brandauer,Manfred Durniok Filmproduktion,1985,United States
Thunder Run,PG-13,Action,5.0,Gary Hudson,Charles Davis,Forrest Tucker,Lynn-Davis Productions,1986,United States
Marie,PG-13,Biography,6.7,Roger Donaldson,Peter Maas,Sissy Spacek,Dino De Laurentiis Company,1985,United States
Movers & Shakers,PG,Comedy,4.2,William Asher,Charles Grodin,Walter Matthau,Asher-Grodin Productions,1988,Italy
La Cage aux Folles 3: The Wedding,PG-13,Comedy,4.7,Georges Lautner,Philippe Nicaud,Michel Serrault,Columbia Films,1986,United States
James Joyce's Women,R,Drama,6.1,Michael Pearce,Fionnula Flanagan,Fionnula Flanagan,The Rejoycing Company,1985,United States
Turtle Diary,PG,Comedy,6.9,John Irvin,Russell Hoban,Glenda Jackson,Britannic,1986,United States
Maccheroni,PG,Comedy,6.4,Ettore Scola,Ruggero Maccari,Jack Lemmon,Filmauro,1985,Italy
My Man Adam,R,Comedy,5.3,Roger L. Simon,Renée Missel,Raphael Sbarge,The Mount Company (II),1985,United States
Sudden Death,R,Action,4.8,Sig Shore,Sig Shore,Denise Coward,Lodestar Productions,1985,United States
One Woman or Two,PG-13,Comedy,5.1,Daniel Vigne,Élisabeth Rappeneau,Gérard Depardieu,Hachette Première,1987,United States
Joshua Then and Now,R,Comedy,6.6,Ted Kotcheff,Mordecai Richler,James Woods,Films RSL,1985,United States
On the Edge,PG-13,Drama,6.8,Rob Nilsson,Roy Kissin,Bruce Dern,Alliance Communications Corporation,1986,United States
The Girl in the Picture,PG-13,Comedy,6.3,Cary Parker,Cary Parker,John Gordon Sinclair,Antonine Films,1985,United Kingdom
Here Come the Littles,G,Animation,6.9,Bernard Deyriès,Heywood Kling,Jimmy Keegan,ABC Entertainment,1985,United States
Came a Hot Friday,PG,Adventure,6.6,Ian Mune,Ronald Hugh Morrieson,Peter Bland,Mirage Films,1985,United States
The Frog Prince,PG,Comedy,6.6,Brian Gilbert,Brian Gilbert,Jane Snowden,Enigma Productions,1986,United States
Lune de miel,R,Thriller,4.6,Patrick Jamain,Robert Geoffrion,Nathalie Baye,Malofilm,1985,France
Mr. Love,PG-13,Comedy,6.4,Roy Battersby,Kenneth Eastaugh,Barry Jackson,Enigma Productions,1986,United States
Death of an Angel,PG,Drama,5.4,Petru Popescu,Petru Popescu,Bonnie Bedelia,Angeles,1986,United States
Top Gun,PG,Action,6.9,Tony Scott,Jim Cash,Tom Cruise,Paramount Pictures,1986,United States
Aliens,R,Action,8.3,James Cameron,James Cameron,Sigourney Weaver,Twentieth Century Fox,1986,United States
Stand by Me,R,Adventure,8.1,Rob Reiner,Stephen King,Wil Wheaton,Columbia Pictures,1986,United States
Ferris Bueller's Day Off,PG-13,Comedy,7.8,John Hughes,John Hughes,Matthew Broderick,Paramount Pictures,1986,United States
Crocodile Dundee,PG-13,Action,6.6,Peter Faiman,Paul Hogan,Paul Hogan,Rimfire Films,1986,United States
Labyrinth,PG,Adventure,7.4,Jim Henson,Dennis Lee,David Bowie,Henson Associates (HA),1986,United States
Highlander,R,Action,7.1,Russell Mulcahy,Gregory Widen,Christopher Lambert,Thorn EMI Screen Entertainment,1986,United States
Big Trouble in Little China,PG-13,Action,7.3,John Carpenter,Gary Goldman,Kurt Russell,Twentieth Century Fox,1986,United States
Pretty in Pink,PG-13,Comedy,6.8,Howard Deutch,John Hughes,Molly Ringwald,Paramount Pictures,1986,United States
Platoon,R,Drama,8.1,Oliver Stone,Oliver Stone,Charlie Sheen,Hemdale,1987,United States
Blue Velvet,R,Drama,7.7,David Lynch,David Lynch,Isabella Rossellini,De Laurentiis Entertainment Group (DEG),1986,Italy
Manhunter,R,Crime,7.2,Michael Mann,Thomas Harris,William Petersen,De Laurentiis Entertainment Group (DEG),1986,United States
Howard the Duck,PG,Action,4.7,Willard Huyck,Steve Gerber,Lea Thompson,Universal Pictures,1986,United States
The Fly,R,Drama,7.6,David Cronenberg,George Langelaan,Jeff Goldblum,SLM Production Group,1986,United States
Little Shop of Horrors,PG-13,Comedy,7.0,Frank Oz,Howard Ashman,Rick Moranis,The Geffen Company,1986,United States
The Mosquito Coast,PG,Adventure,6.6,Peter Weir,Paul Theroux,Harrison Ford,The Saul Zaentz Company,1986,United States
The Karate Kid Part II,PG,Action,6.1,John G. Avildsen,Robert Mark Kamen,Pat Morita,Columbia Pictures,1986,United States
River's Edge,R,Crime,7.0,Tim Hunter,Neal Jimenez,Crispin Glover,Hemdale,1987,United States
9½ Weeks,R,Drama,6.0,Adrian Lyne,Elizabeth McNeill,Mickey Rourke,Producers Sales Organization (PSO),1986,United States
The Golden Child,PG-13,Action,6.0,Michael Ritchie,Dennis Feldman,Eddie Murphy,Paramount Pictures,1986,United States
Star Trek IV: The Voyage Home,PG,Action,7.3,Leonard Nimoy,Gene Roddenberry,William Shatner,Paramount Pictures,1986,United States
Short Circuit,PG,Comedy,6.7,John Badham,S.S. Wilson,Ally Sheedy,TriStar Pictures,1986,United States
The Delta Force,R,Action,5.6,Menahem Golan,James Bruner,Chuck Norris,Golan-Globus Productions,1986,United States
The Name of the Rose,R,Crime,7.7,Jean-Jacques Annaud,Umberto Eco,Sean Connery,Constantin Film,1986,United States
The Wraith,PG-13,Action,6.0,Mike Marvin,Mike Marvin,Charlie Sheen,New Century Entertainment Corporation,1986,United States
The Color of Money,R,Drama,7.0,Martin Scorsese,Walter Tevis,Paul Newman,Touchstone Pictures,1986,United States
Hoosiers,PG,Drama,7.5,David Anspaugh,Angelo Pizzo,Gene Hackman,Cinema '84,1987,United States
Heartbreak Ridge,R,Drama,6.9,Clint Eastwood,James Carabatsos,Clint Eastwood,Jay Weston Productions,1986,United States
Flight of the Navigator,PG,Adventure,6.9,Randal Kleiser,Mark H. Baker,Joey Cramer,Walt Disney Pictures,1986,United States
Cobra,R,Action,5.8,George P. Cosmatos,Paula Gosling,Sylvester Stallone,Warner Bros.,1986,United States
Peggy Sue Got Married,PG-13,Comedy,6.4,Francis Ford Coppola,Jerry Leichtling,Kathleen Turner,TriStar Pictures,1986,United States
The Mission,PG,Adventure,7.4,Roland Joffé,Robert Bolt,Robert De Niro,Warner Bros.,1986,United States
Youngblood,R,Drama,6.2,Peter Markle,Peter Markle,Rob Lowe,Blueline Productions,1986,United States
Three Amigos!,PG,Comedy,6.5,John Landis,Steve Martin,Steve Martin,L.A. Films,1986,United States
Maximum Overdrive,R,Action,5.5,Stephen King,Stephen King,Emilio Estevez,De Laurentiis Entertainment Group (DEG),1986,United States
Lucas,PG-13,Comedy,6.9,David Seltzer,David Seltzer,Corey Haim,Lawrence Gordon Productions,1986,United States
Friday the 13th Part VI: Jason Lives,R,Horror,6.0,Tom McLoughlin,Tom McLoughlin,Thom Mathews,Paramount Pictures,1986,United States
The Money Pit,PG,Comedy,6.4,Richard Benjamin,David Giler,Tom Hanks,Amblin Entertainment,1986,United States
Back to School,PG-13,Comedy,6.6,Alan Metter,Rodney Dangerfield,Rodney Dangerfield,Orion Pictures,1986,United States
About Last Night,R,Comedy,6.2,Edward Zwick,David Mamet,Rob Lowe,TriStar Pictures,1986,United States
Critters,PG-13,Comedy,6.1,Stephen Herek,Domonic Muir,Dee Wallace,New Line Cinema,1986,United States
Iron Eagle,PG-13,Action,5.5,Sidney J. Furie,Kevin Alyn Elders,Louis Gossett Jr.,TriStar Pictures,1986,United States
One Crazy Summer,PG,Comedy,6.4,Savage Steve Holland,Savage Steve Holland,John Cusack,A&M Films,1986,United States
From Beyond,R,Horror,6.7,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,Empire Pictures,1986,United States
Sid and Nancy,R,Biography,7.0,Alex Cox,Alex Cox,Gary Oldman,Initial Pictures,1986,United States
Mona Lisa,R,Crime,7.3,Neil Jordan,Neil Jordan,Bob Hoskins,HandMade Films,1986,United States
Police Academy 3: Back in Training,PG,Comedy,5.4,Jerry Paris,Neal Israel,Steve Guttenberg,Police Academy Productions,1986,United States
Night of the Creeps,R,Comedy,6.8,Fred Dekker,Fred Dekker,Jason Lively,TriStar Pictures,1986,United States
The Sacrifice,PG,Drama,8.1,Andrei Tarkovsky,Andrei Tarkovsky,Erland Josephson,Svenska Filminstitutet (SFI),1986,Sweden
The Hitcher,R,Action,7.2,Robert Harmon,Eric Red,Rutger Hauer,HBO Pictures,1986,United States
Rad,PG,Drama,6.9,Hal Needham,Sam Bernard,Bart Conner,TaliaFilm II Productions,1986,United States
An American Tail,G,Animation,6.9,Don Bluth,Judy Freudberg,Dom DeLuise,Universal Pictures,1986,United States
SpaceCamp,PG,Adventure,5.7,Harry Winer,Clifford Green,Kate Capshaw,ABC Motion Pictures,1986,United States
Raw Deal,R,Action,5.6,John Irvin,Luciano Vincenzoni,Arnold Schwarzenegger,De Laurentiis Entertainment Group (DEG),1986,United States
Hannah and Her Sisters,PG-13,Comedy,7.9,Woody Allen,Woody Allen,Mia Farrow,Orion Pictures,1986,United States
The Great Mouse Detective,G,Animation,7.2,Directors,Peter Young,Vincent Price,Walt Disney Pictures,1986,United States
Ruthless People,R,Comedy,6.9,Jim Abrahams,Dale Launer,Bette Midler,Touchstone Pictures,1986,United States
The Transformers: the Movie,PG,Animation,7.3,Nelson Shin,Ron Friedman,Orson Welles,Sunbow Productions,1986,United States
Wildcats,R,Comedy,6.1,Michael Ritchie,Ezra Sacks,Goldie Hawn,Hawn / Sylbert Movie Company,1986,United States
Troll,PG-13,Comedy,4.5,John Carl Buechler,John Carl Buechler,Michael Moriarty,Empire Pictures,1986,United States
At Close Range,R,Crime,7.0,James Foley,Elliott Lewitt,Sean Penn,Hemdale,1986,United States
The Boy Who Could Fly,PG,Drama,6.5,Nick Castle,Nick Castle,Lucy Deakins,Lorimar Film Partners,1986,United States
Something Wild,R,Comedy,6.9,Jonathan Demme,E. Max Frye,Jeff Daniels,Religioso Primitiva,1986,United States
Heartburn,R,Comedy,6.1,Mike Nichols,Nora Ephron,Meryl Streep,Paramount Pictures,1986,United States
Crossroads,R,Drama,7.1,Walter Hill,John Fusco,Ralph Macchio,Columbia Pictures,1986,United States
The Clan of the Cave Bear,R,Adventure,5.4,Michael Chapman,Jean M. Auel,Daryl Hannah,Warner Bros.,1986,United States
She's Gotta Have It,R,Comedy,6.8,Spike Lee,Spike Lee,Tracy Camilla Johns,40 Acres & A Mule Filmworks,1986,United States
Running Scared,R,Action,6.5,Peter Hyams,Gary DeVore,Gregory Hines,Metro-Goldwyn-Mayer (MGM),1986,United States
8 Million Ways to Die,R,Action,5.8,Hal Ashby,Lawrence Block,Jeff Bridges,Producers Sales Organization (PSO),1986,United States
Soul Man,PG-13,Comedy,5.3,Steve Miner,Carol Black,C. Thomas Howell,Balcor Film Investors,1986,United States
Down by Law,R,Comedy,7.7,Jim Jarmusch,Jim Jarmusch,Tom Waits,Island Pictures,1986,Canada
Poltergeist II: the Other Side,PG-13,Horror,5.7,Brian Gibson,Mark Victor,JoBeth Williams,Freddie Fields Productions,1986,United States
Psycho III,R,Horror,5.4,Anthony Perkins,Charles Edward Pogue,Anthony Perkins,Universal Pictures,1986,United States
Allan Quatermain and the Lost City of Gold,PG,Action,4.6,Gary Nelson,H. Rider Haggard,Richard Chamberlain,Golan-Globus Productions,1987,United States
The Adventures of Milo and Otis,G,Adventure,7.0,Masanori Hata,Masanori Hata,Kyôko Koizumi,Fuji Television Network,1989,United States
